"pr_lost";"pr_rem";"ave_pr_rem";"amphibians";"birds";"mammals";"reptiles";"LC";"NT";"VU";"EN";"CR";"endangered"
10.522;89.478;82.1689057640263;82.902362330407;83.462672490817;84.1308831801988;73.0663642255347;85.2060088129256;82.0997756590017;80.1613288718929;79.2803215077605;67.740060851927;77.327099549365
10.623;89.377;82.1674354727956;82.9022665602554;83.4607465501837;84.1280330020626;73.0659753726507;85.203892375484;82.098261357263;80.1606118546845;79.280044345898;67.740060851927;77.3266898811962
10.733;89.267;82.1655652946641;82.9021548284118;83.4579866971111;84.1247890493156;73.0658133506157;85.2011550273735;82.0969153112731;80.1599426386233;79.2792682926829;67.740060851927;77.3261163457599
10.834;89.166;82.1638728440441;82.9020750199521;83.4554253946193;84.1220513782111;73.0654893065457;85.1985845907331;82.0960179472799;80.1594168260038;79.2788802660754;67.740060851927;77.325747644408
10.924;89.076;82.1623015712728;82.901851556265;83.4534696713988;84.1191261953872;73.0647764095917;85.1962745359861;82.0945036455412;80.1588910133843;79.2786585365854;67.740060851927;77.3254403932814
11.014;88.986;82.1606777881003;82.9017398244214;83.4512558324233;84.1161822613913;73.0642903434867;85.1938509814394;82.0933819405496;80.1583173996176;79.2783259423503;67.740060851927;77.3250716919295
11.109;88.891;82.1589126307711;82.9016280925778;83.4490618485059;84.1127882992687;73.0633830200907;85.1911737214581;82.0923724060572;80.1577437858509;79.2779933481153;67.740060851927;77.3247029905776
11.206;88.794;82.1567758613725;82.9014525139665;83.4461530824978;84.1090943183949;73.0624756966947;85.1879089331019;82.0910824453169;80.1571223709369;79.2778270509978;67.740060851927;77.3243752560426
11.293;88.707;82.1549420365957;82.9013407821229;83.4436910552963;84.1057378586162;73.0618276085548;85.1851181733209;82.090128996074;80.1565487571702;79.2774944567628;67.740060851927;77.3240065546907
11.383;88.617;82.152785070889;82.9011652035116;83.440732651643;84.1021376336021;73.0607582631238;85.1818200026706;82.0888390353337;80.1560707456979;79.2772727272727;67.740060851927;77.3237197869725
11.478;88.522;82.1506927333683;82.9009098164405;83.4379231609253;84.0984999062441;73.0599481529488;85.178668714114;82.0879416713404;80.1554015296367;79.2764966740577;67.740060851927;77.3231462515363
11.572;88.428;82.1486125136325;82.9006384676776;83.4351235977365;84.0949559347459;73.0590732339598;85.1754973961811;82.0870443073472;80.1549235181644;79.2758314855876;67.740060851927;77.3226956165506
11.671;88.329;82.146346487862;82.9004628890662;83.4319765710315;84.0910931933246;73.0581983149708;85.1720924021899;82.0860908581043;80.1541586998088;79.2749445676275;67.740060851927;77.3220401474805
11.771;88.229;82.1439067738417;82.900271348763;83.428720341507;84.0867616726045;73.0571289695399;85.1684937908933;82.0844643858665;80.1532982791587;79.2740576496674;67.7399594320487;77.3213232281852
11.863;88.137;82.141664983641;82.9001117318436;83.4254144743373;84.0831989499344;73.0564160725859;85.1651221791962;82.0834548513741;80.1524856596558;79.2733924611973;67.7399594320487;77.3207292093404
11.955;88.045;82.1389829139233;82.8999201915403;83.4215725205996;84.0792424526533;73.0546662346079;85.1610028041127;82.0824453168817;80.1515774378585;79.2728935698448;67.7399594320487;77.3201556739041
12.047;87.953;82.1362887264208;82.8996648044693;83.4176809292167;84.074985936621;73.0536292935839;85.1568500467352;82.0815479528884;80.1507648183556;79.2723946784922;67.7399594320487;77.3196231052847
12.142;87.858;82.133404693622;82.8994253790902;83.4134120917304;84.0707856741046;73.052171095269;85.1524235545467;82.0802579921481;80.1499043977055;79.2720066518847;67.7399594320487;77.3191110200737
12.244;87.756;82.1301207739225;82.8990901835595;83.4088454283729;84.0654790924433;73.050583279326;85.147449592736;82.0787436904094;80.1487571701721;79.2712860310421;67.7399594320487;77.3183531339615
12.34;87.66;82.1270751706588;82.8988667198723;83.4045368807704;84.0605287830489;73.049222294232;85.1428361597009;82.0775098149187;80.1477055449331;79.2706208425721;67.7399594320487;77.3176566980746
12.432;87.568;82.1240538029648;82.898691141261;83.4002283331679;84.0553909619351;73.048282566429;85.1382427560422;82.0761637689288;80.1467495219885;79.2700110864745;67.7399594320487;77.317021712413
12.527;87.473;82.120891061114;82.8983719074222;83.3958006552169;84.0501593849616;73.0470511989631;85.13338897049;82.0748738081884;80.145793499044;79.2694567627494;67.7399594320487;77.3164072101598
12.62;87.38;82.1181039705942;82.898148443735;83.3916608756081;84.0458091130696;73.0461762799741;85.1291961543597;82.0737521031969;80.1447896749522;79.2684589800443;67.7398580121704;77.3155878738222
12.72;87.28;82.1145978915054;82.8978292098962;83.3864588503921;84.0402587661729;73.0452689565781;85.12388169315;82.0722938867078;80.1435946462715;79.2674057649667;67.7398580121704;77.3146866038509
